fromnodeid	tonodeid
CAPNS1	CAPN1
CAPNS1	CAST
CAPNS1	CAPN2
CAPNS1	GNB2
PPM1B	PPP2CA
PPM1B	GSN
PPM1B	S100A8
PPM1B	MAD2L2
TBK1	MTPAP
TBK1	RB1CC1
TBK1	SCLT1
TBK1	AZI2
TBK1	TANK
TBK1	PPP6C
TBK1	PPP6R2
SLC8A1	PPP3CB
PAPOLA	MAP3K8
RIPK3	HADHA
RIPK3	TPM3
RIPK3	CAPZA1
RIPK3	CAPZB
RIPK3	DAPK1
RIPK3	ACTG1
RIPK3	CORO1C
RIPK3	MYL12A
RIPK3	MLKL
RIPK3	GNB4
RIPK3	GNB1
RIPK3	BIRC2
RIPK3	GNB2
ABHD17A	BIRC2
MIF4GD	EIF3G
MIF4GD	CHCHD2
MIF4GD	ATPAF2
MIF4GD	FAM110A
GNB1	GNAQ
GNB1	GNAI2
GNB1	GRK2
GNB1	GNB4
GNB1	GNGT2
GNB1	GNG5
GNB1	GNG2
GNB1	GNB2
CIITA	TRIM22
CIITA	ZXDC
NCF4	CORO1A
NCF4	NCF1
NCF4	NCF2
NCF4	CYBA
NCF4	CYBB
FCHSD2	ATPAF2
FCHSD2	BORCS6
PPP2CA	EIF4EBP1
PPP2CA	DAPK1
PPP2CA	YPEL3
PPP2CA	STRN4
PPP2CA	PRR14L
PPP2CA	DOCK5
PPP2CA	CCNG2
PPP2CA	IGBP1
PPP2CA	PRR14
PPP2CA	SLMAP
PPP2CA	INSR
PPP2CA	PPP2R5A
PPP2CA	RRAS
PPP2CA	STRIP1
PPP2CA	JAK2
PPP2CA	BEST1
PPP2CA	STRN
PPP2CA	INTS1
PPP2CA	PDCD10
GNG2	GRK2
GNG2	GNB4
GNG2	GNB2
GNG2	GNG5
GNG2	GNGT2
BAZ2B	STAC3
NACA	ILK
NACA	PPP1R18
NACA	BTF3L4
CAMKK2	DAPK1
CAMKK2	IQGAP2
CAMKK2	CEP63
CAMKK2	SLC25A11
CAMKK2	PRKAG1
CAMKK2	ATG4B
ACTN1	KCTD6
ACTN1	FBP1
ACTN1	PSEN1
ACTN1	CLU
ACTN1	TES
ACTN1	MYOT
ACTN1	OAS1
ACTN1	XRCC4
CLU	FBXO6
CLU	MMP25
CLU	BAX
CLU	MSRB1
RPH3A	RAB8A
RPH3A	RAB27A
RPH3A	NRXN1
RPH3A	RAB3D
SH3KBP1	CTSB
SH3KBP1	PAK2
SH3KBP1	SH3GLB1
SH3KBP1	CAPZA2
SH3KBP1	MAP3K11
SH3KBP1	ARAP1
SH3KBP1	INPPL1
SH3KBP1	DNM2
SH3KBP1	MVB12A
SH3KBP1	CAPZB
SH3KBP1	ARHGAP27
SH3KBP1	GAS2L1
SH3KBP1	ARHGAP17
SH3KBP1	PDCD6IP
SH3KBP1	ASAP1
SH3KBP1	CAPZA1
SH3KBP1	CCDC88B
STRN	STRN4
STRN	SLMAP
STRN	STRIP1
STRN	PDCD10
LCP1	AKAP8
LCP1	GCA
LCP1	AIF1
SEC13	SEC16A
SEC13	SEC24C
SEC13	NUP43
SEC13	NUP85
HBA2	ATP6AP1
HBA2	NOTCH2NLA
HBA2	CTSD
HBA2	CPM
OPA1	SLC25A46
LGALS3	LAMP1
LGALS3	PRR13
LGALS3	SUFU
LGALS3	PDCD6IP
ELMO1	DOCK5
ELMO1	ARL4A
PSMD4	PSMA1
PSMD4	PSMA7
PSMD4	PSME2
PSMD4	PSME1
PSMD4	PSMC1
PSMD4	PSMB1
PSMD4	PTPN2
PSMD4	RAD23B
PSMD4	PSMD13
PSMD4	PSMD7
PSMD4	PSMA2
PSMD4	PSMA5
PSMD4	PSMB7
PSMD4	PSMB2
PSMD4	PSMA4
PSMD4	HERC3
PSMD4	DCLRE1B
PAK2	PSMA1
PAK2	ABI3
PAK2	ITGA5
PAK2	TNK2
PAK2	MT2A
PAK2	PSMA2
PAK2	DOCK2
PAK2	PSMD13
PAK2	RAP1B
PAK2	ABI1
PAK2	PSMB7
PAK2	GDI2
PAK2	SOD2
SH3BP1	ABI3
SH3BP1	FGA
RASA3	GNAI2
RASA3	FES
DNM2	SH3GLB1
DNM2	WIPI2
DNM2	AMPH
DNM2	DOCK8
DNM2	TYK2
DNM2	EPS15
DNM2	FNBP1
DNM2	GNAI2
DNM2	ZFAND6
DNM2	MPHOSPH6
IRF2BPL	IRF2
IRF2BPL	IRF2BP2
IRF2BPL	UBE2Q1
DOK1	MAP4K4
DOK1	FES
DOK1	INSR
DOK1	DOK2
WIPF1	PIK3CG
WIPF1	SEC24C
WIPF1	RER1
RAPGEF1	RHOQ
RAPGEF1	RAP1B
UBE2J1	TMEM14B
UBE2J1	REEP4
UBE2J1	SEL1L
UBE2J1	MFSD14B
UBE2J1	BIRC2
UBE2J1	PJA2
UBE2J1	LAPTM5
UBE2J1	PLPPR2
LNPK	PLIN3
ASAP1	ARF1
MED28	POLR2G
MED28	MED15
MED28	MED13L
MED28	MED8
MED28	POLR2J
MED28	MIIP
MED28	DLG4
MED28	MED26
TNK2	NOTCH2NLA
TNK2	ADAMTSL4
TNK2	VTI1B
TNK2	PTPRC
TNK2	MERTK
NOTCH2NLA	ZNF319
NOTCH2NLA	PSMA1
NOTCH2NLA	ZNF330
NOTCH2NLA	CTSZ
NOTCH2NLA	HHEX
NOTCH2NLA	LIN7A
NOTCH2NLA	ELANE
NOTCH2NLA	PIGS
NOTCH2NLA	ZNF581
NOTCH2NLA	THEMIS2
NOTCH2NLA	FBXW5
NOTCH2NLA	CTNNBIP1
NOTCH2NLA	LRCH4
NOTCH2NLA	SLC43A2
NOTCH2NLA	DAGLB
NOTCH2NLA	IL10
NOTCH2NLA	CERK
NOTCH2NLA	SPG7
NOTCH2NLA	CATSPER1
NOTCH2NLA	ATP5F1D
NOTCH2NLA	CXCL16
NOTCH2NLA	MFSD13A
NOTCH2NLA	ALDH16A1
NOTCH2NLA	ADAMTSL4
NOTCH2NLA	ALDH3B1
NOTCH2NLA	GSTP1
NOTCH2NLA	YIPF3
NOTCH2NLA	HSBP1
NOTCH2NLA	GNAI2
NOTCH2NLA	HBA1
NOTCH2NLA	PSMG2
NOTCH2NLA	P2RX7
NOTCH2NLA	P2RX4
NOTCH2NLA	CD164
NOTCH2NLA	IFI30
NOTCH2NLA	DOCK2
NOTCH2NLA	HPCAL1
NOTCH2NLA	CREB5
NOTCH2NLA	R3HDM2
NOTCH2NLA	SCNM1
NOTCH2NLA	MYO15B
ABI1	FES
ABI1	HHEX
ABI1	VASP
ABI1	WASF2
ABI1	BRK1
ABI1	NCF1
ABI1	INPPL1
ABI1	EIF3H
CCDC88B	RALBP1
CCDC88B	PBX2
CCDC88B	PPP1R18
CIB1	PSEN1
CIB1	ITGA2B
CIB1	NBR1
CIB1	IFI6
CIB1	FUCA1
AHR	RBX1
AHR	DAP3
AHR	TAF4
ESRRA	TNNI2
ESRRA	HDAC8
PLEKHF2	CGGBP1
PLEKHF2	RTN4
PLEKHF2	RTN3
PLEKHF2	RTN1
PLEKHF2	MBP
PLEKHF2	EXOC7
PLEKHF2	XRN2
PLEKHF2	TNFAIP8
PLEKHF2	DRAP1
PLEKHF2	RGS10
PLEKHF2	GTPBP2
PLEKHF2	ZDHHC24
PLEKHF2	ADAP1
PLEKHF2	COX5B
PLEKHF2	ZNF581
PLEKHF2	FBXW5
PLEKHF2	BLOC1S6
PLEKHF2	CHCHD2
PLEKHF2	PPP1R18
PLEKHF2	PRKAG1
PLEKHF2	FRMD8
PLEKHF2	GPBP1L1
PLEKHF2	PDK4
PLEKHF2	GRAMD4
PLEKHF2	P2RX7
PLEKHF2	CERK
PLEKHF2	TRIM22
PLEKHF2	DOCK2
PLEKHF2	MIDN
PLEKHF2	FLNA
SLC19A1	KRAS
SLC19A1	NRAS
MAP3K7CL	TAB3
IGF2R	KRAS
IGF2R	NRAS
IGF2R	TGOLN2
IGF2R	GGA3
IGF2R	EEA1
IGF2R	CREG1
IGF2R	GGA1
IGF2R	PLIN3
IGF2R	CTSD
CCDC88A	MAP4K4
CCDC88A	INSR
LAP3	CBX3
KMT2C	ZNF281
KMT2C	KMT2D
KMT2C	PAGR1
KMT2C	KDM6A
KMT2C	ASCL2
KMT2C	PROSER1
KIDINS220	NRAS
MAML3	VPS26C
MAML3	NOTCH2
CBX3	ADAMTSL4
CBX3	VPS35
CBX3	NUP93
CBX3	MAD2L2
CBX3	PIM1
CBX3	PRR14
CBX3	NSL1
CBX3	TAF4
CBX3	ZNF280D
CBX3	NIPBL
CBX3	ARL5A
CBX3	WDR11
CBX3	CENPB
RAB5IF	RPN2
RAB5IF	ATXN10
RAB5IF	SPTLC1
RAB5IF	NUP93
RAB5IF	SSR4
RAB5IF	NDUFA4
RAB5IF	SSR3
RAB5IF	CERS2
RAB5IF	TMEM33
RAB5IF	MRPL23
RAB5IF	FAR1
CASP2	NLRP1
CASP2	CCND3
CASP2	BIRC2
MAP2K6	MAP3K8
MAP2K6	PLCB2
TNFRSF1B	TUFM
TNFRSF1B	SSR4
TNFRSF1B	HSPA6
TNFRSF1B	IPO8
TNFRSF1B	ACTG1
TNFRSF1B	SLC1A3
TNFRSF1B	SLC25A11
TNFRSF1B	KCTD12
PDPK1	ILK
PDPK1	PTPRC
PDPK1	ACTG1
PDPK1	PKN2
PDPK1	SGK3
PDPK1	CST3
CD44	ACTR2
CD44	SRGN
CD44	VCAN
CD44	ICAM2
CD44	ACTR3
CD44	PTPRC
CD44	ARHGEF1
CD44	CD74
HAUS1	IFT20
HAUS1	DCTN2
HAUS1	NUP62
HAUS1	TXN2
HAUS1	CEP63
HAUS1	WASHC3
HAUS1	BLOC1S6
HAUS1	KXD1
HAUS1	C3orf62
HAUS1	BORCS6
HAUS1	ATP6V1D
ARHGAP26	INSR
MARCKS	CTSB
MARCKS	ROCK1
MARCKS	CNOT8
ADAMTSL4	CTSB
ADAMTSL4	PSMA1
ADAMTSL4	ZNF330
ADAMTSL4	FES
ADAMTSL4	FBXW5
ADAMTSL4	CFP
ADAMTSL4	ZBTB24
ADAMTSL4	NQO2
ADAMTSL4	CATSPER1
ADAMTSL4	CXCL16
ADAMTSL4	EXOSC1
ADAMTSL4	NADSYN1
ADAMTSL4	MIIP
ADAMTSL4	APOL6
ADAMTSL4	GSTP1
ADAMTSL4	PLSCR1
ADAMTSL4	MAD2L2
ADAMTSL4	GLYCTK
ADAMTSL4	WDFY3
ADAMTSL4	CREB5
ADAMTSL4	NATD1
ADAMTSL4	OGDH
ADAMTSL4	MSRB1
ADAMTSL4	HGF
ADAMTSL4	CHCHD2
ADAMTSL4	PSMG2
ADAMTSL4	SUSD6
ADAMTSL4	SCNM1
ADAMTSL4	R3HDM2
ADAMTSL4	MYO15B
UBR2	UBXN7
UBR2	UBE2A
TSC22D4	PSMA1
TSC22D4	ZBTB24
TSC22D4	UBLCP1
TSC22D4	CCNK
TSC22D4	MYO15B
GNB2	ANXA7
GNB2	GNAQ
GNB2	ATXN10
GNB2	GNB4
GNB2	GNG5
GNB2	GNGT2
QKI	SERF2
QKI	RNF138
QKI	NABP1
QKI	PTBP2
GBP2	BNIP3L
GBP2	BTBD2
GBP2	ANXA7
BNIP3L	ATP13A2
BNIP3L	BNIP2
BNIP3L	TMEM11
BNIP3L	SMCO4
BNIP3L	CLEC7A
BTBD2	BTBD1
BTBD2	COPS3
BTBD2	CINP
ANXA7	HADHB
ANXA7	TMSB4X
ANXA7	ATP6V1A
ANXA7	SP110
ANXA7	INPP5K
ANXA7	CPNE2
ANXA7	S100A10
ANXA7	FGB
ANXA7	PLD3
ANXA7	PSMB10
ANXA7	CENPB
ANXA7	CTSB
ADAP1	ANP32A
ILK	PSMB1
ILK	MYL12B
ILK	TMSB4X
ILK	S100A9
ILK	ITGA5
ILK	SIRPA
ILK	ATXN10
ILK	NUP93
ILK	KCTD5
ILK	RSU1
ILK	PARVB
ILK	PARVG
ILK	CNIH4
ILK	CCDC59
ILK	VPS26A
ILK	ZNF746
SEC16A	PSMA1
SEC16A	SEC24C
SEC16A	TGOLN2
ZNF281	KDM6A
ZNF281	KMT2D
ZNF281	PROSER1
KHSRP	PTBP2
ZNF746	FES
MPP1	KRAS
MPP1	APH1A
MPP1	SLC35E1
MPP1	AGPAT3
MID1IP1	SUFU
NOTCH2	NRAS
NOTCH2	PSEN1
NOTCH2	TGOLN2
NOTCH2	MFNG
NOTCH2	LFNG
MICAL1	RAB10
PPP2R5A	DAPK1
PPP2R5A	JAK2
PPP2R5A	BEST1
DBI	MAP1LC3B
DBI	NSFL1C
DBI	TSPO
DBI	RAD23B
EIF4EBP1	LRPAP1
EIF4EBP1	MAP3K8
EIF4EBP1	UBAC1
EIF4EBP1	MAPKAPK5
NBR1	MAP1LC3B
NBR1	GABARAP
MYCL	CCNK
MYCL	CATSPER1
FBXO7	PSMA2
FBXO7	PSME1
FBXO7	PSMB2
FBXO7	PSMB1
FBXO7	RBX1
FBXO7	BIRC2
FBXO7	FBXW2
FBXO7	CRBN
FBXO7	ELF4
XPNPEP1	ATP6V1D
XPNPEP1	NUDT3
HSD17B4	HADHA
HSD17B4	HADHB
HSD17B4	ACOX1
HSD17B4	ACAD10
HSD17B4	PRDX3
HSD17B4	SOD2
HSD17B4	ACAA1
HSD17B4	GPX1
HSD17B4	CAT
HSD17B4	GPX4
DPYSL2	ROCK1
DPYSL2	DPYD
DPYSL2	NUMB
PRKAR2A	MAPRE1
PRKAR2A	PRKAR2B
PRKAR2A	KCNQ1
PRKAR2A	MDFIC
PRKAR2A	PSAP
PRKAR2A	RAB32
PRKAR2A	GNA13
PRKAR2A	PRKX
PRKAR2A	PJA2
PRKAR2A	AKAP8
PRKAR2A	AKAP10
FIBP	C2CD5
DCTN3	CAPZA2
DCTN3	DCTN2
DCTN3	DCTN4
DCTN3	PBX2
MTF2	CDKN2D
MTF2	JARID2
FAM193B	KCTD5
FAM193B	PKN2
PSEN1	ERLIN2
PSEN1	PSMA5
PSEN1	PSMB1
PSEN1	CASP1
PSEN1	SCAF11
PSEN1	NCSTN
PSEN1	CASP4
PSEN1	APH1A
PSEN1	PLXDC2
PSEN1	APH1B
CCND3	CDKN2D
CCND3	RBX1
CCND3	EIF3K
CCND3	POLR3GL
CCND3	AKAP8
BAX	SH3GLB1
BAX	BCL2L11
BAX	BCL2A1
CENPB	NUP93
CENPB	WDR11
DCTN2	MAPRE1
DCTN2	CAPZA2
DCTN2	ACTR1A
DCTN2	COG3
DCTN2	BLOC1S2
DCTN2	DCTN4
DCTN2	CAPZB
DCTN2	BLOC1S6
DCTN2	DCTN5
DCTN2	BLOC1S1
DCTN2	BORCS6
NSFL1C	SRP14
NSFL1C	UFD1
NSFL1C	FAM32A
NSFL1C	NPLOC4
NSFL1C	VCPIP1
NSFL1C	ANP32A
PCGF5	PHC2
PCGF3	PHC2
PCGF3	CBX6
CD163	HP
CTDP1	POLR2G
CTDP1	POLR2E
CTDP1	POLR2J
CTDP1	INTS1
NCF1	NCF2
NCF1	CYBA
NCF1	IL4R
EIF3H	EIF3E
EIF3H	ABI3
EIF3H	ARPC5
EIF3H	EIF3K
EIF3H	EIF3M
EIF3H	EIF3G
EIF3H	TMEM203
CCDC115	ATP6AP2
CCDC115	ALOX15B
FBXL5	RBX1
FBXL5	IREB2
RNF7	ELOB
RNF7	UBE2F
RNF7	UBE2Q1
GRK2	GNAQ
GRK2	GNA15
GRK2	PIK3CG
GRK2	CCR2
GRK2	FPR1
GRK2	CAPN2
GRK2	GRK3
PITPNA	PI4KA
PITPNA	MLKL
PITPNA	SCP2
GLB1	CTSA
GLB1	ENGASE
GLB1	GUSB
GLB1	GNS
GLB1	GALNS
GLB1	HEXB
GLB1	CTNNBIP1
GLB1	HEXA
GLB1	ARSB
GLB1	GAA
GLB1	GANC
MCRS1	PHC2
MCRS1	DRAP1
MCRS1	RETREG3
MCRS1	WASHC3
MCRS1	PBX2
MCRS1	CYTIP
MCRS1	TADA2B
MCRS1	EVI5
MCRS1	AGGF1
MCRS1	KXD1
CSNK1D	PRKAR2B
CSNK1D	DCK
CSNK1D	EVI5
CAPN1	CAST
CAPN1	CREG1
CAPN1	CTSC
CAPN1	LAMTOR1
CAPN1	INPP4A
CASP1	NLRC4
CASP1	PYCARD
CASP1	NOD2
CASP1	CAST
CASP1	CASP4
CASP1	NLRP1
CASP1	IL18
CASP1	CARD8
CASP1	TIRAP
CASP1	IFI16
CASP1	CASP5
BCL2A1	BCL2L11
BCL2A1	BMF
CAPN2	CAST
MAP3K8	GLG1
L1CAM	NUMB
L1CAM	NCAM1
L1CAM	ITGA5
DAPK1	MYL12B
DAPK1	BECN1
DAPK1	IFI30
ZFYVE16	EEA1
ZFYVE16	TOM1
ATP13A2	AAK1
ATP13A2	SYT11
BNIP2	ARHGAP1
BNIP2	SLC35E3
BNIP2	PLEKHO1
BNIP2	ERLIN1
BNIP2	AGPAT3
BNIP2	SFT2D2
BNIP2	RASGRP4
TMEM11	TMEM14B
TMEM11	RETREG3
TMEM11	FFAR2
TMEM11	TMEM205
TMEM11	NDUFS3
TMEM11	MTIF3
SMCO4	RETREG3
SMCO4	ERGIC3
SMCO4	FFAR2
SMCO4	MGST3
SMCO4	VSIR
SMCO4	SMIM3
SMCO4	ICAM3
SMCO4	CLEC10A
SMCO4	TMEM80
SMCO4	LRRC25
SMCO4	IL10RA
SMCO4	PLD3
SMCO4	M6PR
SMCO4	TFEC
CLEC7A	CD53
CLEC7A	ASGR2
CLEC7A	NINJ2
CLEC7A	VSIR
CLEC7A	SMIM3
CLEC7A	MTIF3
CLEC7A	IFNGR2
CLEC7A	PTTG1IP
CLEC7A	CD74
PSMA1	MAPRE1
PSMA1	RGS19
PSMA1	CDKN2D
PSMA1	RFC2
PSMA1	PSMA7
PSMA1	SH3GLB1
PSMA1	CDA
PSMA1	KCTD6
PSMA1	PSME2
PSMA1	IFT20
PSMA1	CINP
PSMA1	PSMB9
PSMA1	PSMC1
PSMA1	PSMD13
PSMA1	PSMD7
PSMA1	UBXN11
PSMA1	PSMA2
PSMA1	PSME1
PSMA1	PSMA4
PSMA1	PSMB2
PSMA1	PSMA5
PSMA1	PSMB10
PSMA1	PSMB8
PSMA1	POMP
PSMA1	PSMB1
PSMA1	PSMB7
PSMA1	PSMG2
PSMA1	TMOD3
PSMA1	GNPTAB
PSMA1	ABI3
PSMA1	GSDMD
PSMA1	SLF2
VASP	ABI3
VASP	ACTG1
VASP	GSN
VASP	NSMAF
VASP	PLSCR1
VASP	APBB1IP
VASP	TES
VASP	AKAP10
VASP	ERMAP
TXN2	CGGBP1
TXN2	ABI3
TXN2	SSNA1
TXN2	ETHE1
TXN2	GTPBP2
DGKZ	PLCB2
DGKZ	POLR2M
DGKZ	SNTB1
BTBD1	COPS7A
BTBD1	COPS3
COPS3	FBXO6
COPS3	COPS7A
COPS3	RBX1
COPS3	NABP1
COPS3	CRBN
COPS3	GPS1
COPS3	COPS9
COPS3	IL1RN
CINP	NDUFB7
CINP	COG3
CINP	CCDC112
CINP	SP2
HADHB	UQCRC2
HADHB	HADHA
HADHB	MAP1LC3B
HADHB	ACOX1
HADHB	ACAA1
HADHB	FPGT
HADHB	ACAD10
TMSB4X	ACTG1
TMSB4X	UHMK1
ATP6V1A	VAPA
ATP6V1A	TUFM
ATP6V1A	VDAC3
ATP6V1A	ATP6V1B2
SP110	OSGEP
INPP5K	PBX3
INPP5K	SFT2D2
CPNE2	MYCBP
CPNE2	UBA3
S100A10	CTSB
S100A10	MLKL
S100A10	S100Z
FGB	FGG
FGB	FGA
PSMB10	PSMB9
PSMB10	PSMC1
PSMB10	PSMA2
PSMB10	PSMB7
PSMB10	PSMD9
CTSB	RGS2
CTSB	CSTA
CTSB	CST3
CTSB	CSTB
CTSB	CTSD
CASP4	PSMB1
CASP4	NOD2
CASP4	VDAC3
CASP4	SSR4
CASP4	GSN
CASP4	NUP93
CASP4	COPE
CASP4	CTNNBIP1
CASP4	LSM10
CASP4	APAF1
CASP4	CCDC59
CASP4	IL18
RUFY1	AP3D1
RUFY1	RAB14
RUFY1	TGOLN2
RUFY1	TXNDC17
RUFY1	OAS1
MX2	AGFG1
CGGBP1	CDKN2D
CELF1	PPBP
CELF1	MBNL1
PRKAR2B	AKAP8
PRKAR2B	MYCBP
PRKAR2B	LASP1
PRKAR2B	AKAP10
PRKAR2B	KCNQ1
ITPR1	ERLIN2
ITPR1	ARHGAP1
ITPR1	ERP44
ITPR1	BECN1
ITPR1	ITPRIP
BECN1	WASHC1
BECN1	TAB3
BECN1	ULK1
BECN1	ATG13
BECN1	RALB
BECN1	EXOC4
BECN1	TRABD
MAP3K11	DLG4
MAP3K11	MAP2K7
PLEKHO1	MMD
PLEKHO1	VAMP3
PLEKHO1	IFI35
PLEKHO1	C4orf3
PLEKHO1	TSPAN33
PLEKHO1	TMEM218
KMT2D	CXXC1
KMT2D	KDM6A
KMT2D	KDM4B
KMT2D	PROSER1
BLVRA	HMOX1
BLVRA	INSR
SIRPA	KRAS
SIRPA	CAPZB
SIRPA	JAK2
SIRPA	TPT1
APLP2	KRAS
APLP2	PTPN2
APLP2	DEDD
HMOX1	TMEM14B
HMOX1	ERGIC3
HMOX1	SLC16A7
HMOX1	UFD1
HMOX1	BLVRB
HMOX1	ELOVL5
RAB3D	RABIF
PFKFB3	FBP1
PFKFB3	PFKFB4
S100A4	TPM3
S100A4	S100B
VRK2	KSR1
VRK2	TMEM14B
VRK2	MMGT1
VRK2	TMEM205
RPS26	RPS24
RPS26	RPL36A
RPS26	RPL39
RPS26	FAU
HMGB2	TBC1D9
HMGB2	POU2F2
UFD1	SNX1
UFD1	UBXN7
UFD1	NPLOC4
UFD1	VCPIP1
UFD1	CHMP2A
RBX1	FBXO6
RBX1	ELOB
RBX1	COPS7A
RBX1	MED8
RBX1	UBE2G2
RBX1	UBXN7
RBX1	CRBN
RBX1	FBXW2
RBX1	GPS1
RBX1	ACTG1
RBX1	UBA3
RBX1	FBXO33
DHFR	THBS1
DHFR	ASGR1
RNF38	LASP1
RNF38	AGFG1
HSPA6	FLNA
HSPA6	COMMD6
UBA3	RAD23B
UBA3	IMPA2
UBA3	UBE2F
RNF20	UBE2E1
RNF20	WAC
RNF20	TACC3
RNF20	UBE2A
RNF20	MSL1
RPS24	EIF3E
RPS24	SRP14
RPS24	EIF3M
RPS24	FAU
RPS24	ANXA6
RPS24	EIF3K
RPS24	GNAI2
RPS24	RPL36A
RPS24	VDAC3
RPS24	RPL39
RPS24	SCYL2
RPS24	TUFM
S100A8	NCF2
S100A8	CEACAM3
S100A8	S100A9
S100A8	LRRK1
S100B	SPG21
S100B	ANXA6
S100B	FBXW5
S100B	S100Z
S100B	AGER
S100B	S100A11
S100B	S100A9
S100B	CAPZA1
UBE2A	CMTM2
TADA3	DR1
TADA3	ATXN7L3
TADA3	TAF10
TADA3	TAF4
TADA3	TAF6L
TADA3	YEATS2
TADA3	ADPGK
IFI16	PYCARD
IFI16	DHX58
IFI16	ID2
IFI16	CGAS
NUMB	KRAS
NUMB	EAF1
NUMB	AP2A2
NUMB	RALBP1
NUMB	AAK1
NUMB	EPN1
NUMB	EPS15
UBE4B	UBL7
PTTG1IP	ATP6AP2
CXXC1	BOD1L1
CXXC1	WDR82
RNF125	UBE2W
RNF125	TRIM14
SMG7	SMG5
LACTB	MRPL23
LACTB	DAP3
LACTB	MRPL44
LACTB	MRPL15
LACTB	MRPS34
LACTB	MRPS12
LACTB	MRPL20
LACTB	MRPL33
LACTB	MRPL28
LACTB	MRPL16
LACTB	MRPL34
LACTB	MRPL52
LACTB	MRPS11
COPS7A	EIF3E
COPS7A	PPBP
COPS7A	PMF1
COPS7A	GPS1
MAPKAPK5	MBP
TPT1	FOSL2
APAF1	NLRP1
APAF1	FEM1B
KANSL1	NUP62
KANSL1	MSL3
TRAPPC11	TECPR1
TRAPPC11	TRAPPC2L
TRAPPC11	TRAPPC12
TRAPPC11	TRAPPC8
TRAPPC11	TRAPPC1
RAP1B	RASSF5
HDAC8	RTN1
MPHOSPH6	EIF3G
MPHOSPH6	FTL
MPHOSPH6	EXOSC1
MPHOSPH6	ARHGAP18
GPS1	COPS9
GPS1	ITPK1
PSMB1	PSMA7
PSMB1	PSME2
PSMB1	PSMB9
PSMB1	PSMC1
PSMB1	PSMD13
PSMB1	PSMD7
PSMB1	PSMA2
PSMB1	PSME1
PSMB1	PSMA4
PSMB1	PSMB2
PSMB1	PSMA5
PSMB1	PSMB8
PSMB1	POMP
PSMB1	DSTYK
PSMB1	GTPBP2
PSMB1	PSMB7
PSMB1	DCP2
PSMB1	RIOK3
PSMB1	ZNF438
PSMB1	TOLLIP
PSMB1	CYTH4
PSMB1	IMPACT
PSMB1	MLKL
NDUFS5	UQCRC2
NDUFS5	UQCRC1
NDUFS5	NDUFB7
NDUFS5	NDUFAB1
NDUFS5	NDUFB11
NDUFS5	NDUFA4
NDUFS5	NDUFB9
NDUFS5	NDUFB8
NDUFS5	NDUFS6
NDUFS5	NDUFA13
NDUFS5	UQCRB
NDUFS5	NDUFA2
NDUFS5	NDUFB5
NDUFS5	NDUFA12
NDUFS5	NDUFB10
NDUFS5	NDUFS3
NDUFS5	NDUFS2
NDUFS5	NDUFA9
NDUFS5	NDUFS7
NDUFS5	COX7A2L
NDUFS5	NDUFA1
NDUFS5	NDUFA3
NDUFS5	UQCRQ
NDUFS5	NDUFB3
NDUFS5	UQCR10
NDUFS5	UQCRFS1
NDUFS5	NDUFA10
NDUFS5	UQCR11
NDUFS5	NDUFC2
NDUFS5	UQCRH
NDUFS5	MT-ND1
NDUFS5	NDUFA11
NDUFS5	NDUFB2
NDUFS5	NDUFV3
NDUFS5	NDUFA7
NDUFS5	NDUFB1
VPS25	SPG21
VPS25	VPS28
VPS25	VPS36
VPS25	CHMP6
VPS25	CRLF3
VPS25	B9D2
ZNF581	SPG21
ZNF581	DOCK8
ZNF581	PLSCR1
ZNF581	NUDT22
ZNF581	PLAGL2
ZNF581	RSKR
ZNF581	ASB13
ZNF581	APOBEC3C
ZNF581	CHURC1
TPM3	FGA
TPM3	SNAPIN
TPM3	KXD1
TPM3	BLOC1S6
TPM3	KCNE1
TPM3	TMOD2
TPM3	PBX3
TPM3	IKBIP
TPM3	WASH3P
TPM3	WASHC1
PBX3	REEP5
PBX3	SH3GLB1
PBX3	CMTM5
PBX3	COQ8A
PBX3	TRIM44
PBX3	CIDEB
PBX3	PLIN3
PBX3	PTPN9
PBX3	SFT2D2
VPS9D1	UBXN11
VPS9D1	FAM214B
DCTN4	CAPZA2
DCTN4	CAPZA1
DCTN4	CAPZB
DCTN4	ACTR1A
CATSPER1	RGS19
CATSPER1	LASP1
CATSPER1	PLSCR1
CATSPER1	PLAGL2
CATSPER1	TRIM8
CATSPER1	APOA2
PSMA4	PSMA7
PSMA4	PSME2
PSMA4	PSMB9
PSMA4	PSMC1
PSMA4	PSMD13
PSMA4	PSMD7
PSMA4	PSMA2
PSMA4	PSME1
PSMA4	POMP
PSMA4	PSMB7
PSMA4	BABAM1
PSMA4	PSMA5
PSMA4	PSMB8
PSMA4	PSMG2
PSMA4	PSMB2
PSMA4	HERC3
MEMO1	TACC1
UBE2W	RNF220
UBE2W	RNF114
UBE2W	RNF166
UBE2W	RNF138
UBE2W	TRIM8
UBE2W	BIRC2
UBE2W	PJA2
UBE2W	MKRN1
COX5B	UQCRC2
COX5B	UQCRC1
COX5B	SOD2
COX5B	UQCRQ
COX5B	UQCR11
COX5B	UQCRFS1
COX5B	UQCR10
COX5B	VPS28
COX5B	UQCRB
COX5B	UQCRH
COX5B	DOK3
WDFY3	MAP1LC3B
WDFY3	GABARAP
ZFC3H1	DOCK8
FAM110A	CTDSP1
FAM110A	RASSF3
LASP1	YTHDF1
LASP1	PLSCR1
